"name","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks",".","X250K1_pos","CMD.CTRL.GP1_Brain_pos","CMD.CTRL.GP1_Gastroc_pos","CMD.CTRL.GP1_Heart_pos","CMD.CTRL.GP1_Kidney_pos","CMD.CTRL.GP1_Liver_pos","CMD.CTRL.GP1_Pancreas_pos","CMD.CTRL.GP1_Quad_pos","CMD.CTRL.GP1_Spleen_pos","CMD.GP2_Brain_pos","CMD.GP2_Gastroc_pos","CMD.GP2_Heart_pos","CMD.GP2_Kidney_pos","CMD.GP2_Liver_pos","CMD.GP2_Pancreas_pos","CMD.GP2_Quad_pos","CMD.GP2_Spleen_pos","CMD.GP3_Brain_pos","CMD.GP3_Gastroc_pos","CMD.GP3_Heart_pos","CMD.GP3_Kidney_pos","CMD.GP3_Liver_pos","CMD.GP3_Pancreas_pos","CMD.GP3_Quad_pos","CMD.GP3_Spleen_pos","QC.250K2_pos","QC.Blank2_pos","QC.Pool1_pos","QC.Pool2_pos"
"M113T540",113.053731165104,113.053686299898,113.05382657478,539.8775,538.38,541.822,22,22,341798.475940704,1991023.60453386,335218.5824104,506583.952821288,992360.613627842,495219.659934566,7416239.50085615,371980.843725886,6961012.40253298,8868826.41104172,349019.959394966,2587258.17256575,1399207.28062501,938372.359240723,4440927.84818685,444627.673915386,6346929.75065796,2559507.69420313,460606.748784408,1512615.5074563,1292629.69441183,820246.300587494,3423256.42995849,292883.029359375,4423591.34186373,297027.688250393,280841.206985235,290801.102635741,515738.978275781
"M113T487",113.053712561342,113.053691956274,113.053756307708,487.1925,485.61,488.86,16,16,225185.04438208,524686.432757813,1455178.42414225,637794.391333007,814535.062992692,609485.274623439,920491.530804488,788610.022235351,3617690.80375312,1139351.80475825,856480.795371091,730607.308520004,635224.888529778,746448.058163087,814353.467825194,836192.256581843,3809182.68823107,2727467.10432017,870405.193213066,503215.334696978,598415.507159024,509779.425485677,986090.729803319,908050.644060546,3575816.58635005,424168.234651678,416328.108430292,335253.255265626,608065.92676721
"M113T729",113.070773386503,113.070682295065,113.070825364345,729.182,718.285,732.821,26,26,4511970.41367482,562020.531965375,5523421.19492579,9593476.62274308,1766151.66035155,3825844.44026421,8565881.76880997,4291961.32748567,2532755.19683075,1816426.12892361,6576736.06733334,9517119.24354879,2949763.25171442,8148636.23170367,16942761.11115,6869357.30470663,3485416.64574687,11354436.8009304,4614787.82874333,2576734.18019063,1532608.69670509,3108177.22970225,13035713.0602156,4860139.35053123,2779678.6526465,3998098.79681424,435166.077634149,2992734.6113394,6555323.20365328
"M113T1136",113.163284739506,113.163106116456,113.163353663582,1136.33,1127.46,1146.4,30,24,0,7134577.04952508,705686.937265633,466479.990826832,650556.363892421,1539711.31971408,522764.522499997,1108310.34902344,731521.381901037,820164.58571429,1910899.03031994,1957715.02454363,1007379.76374349,558093.635683601,667307.550494787,1079956.34910041,2985852.35640076,1066309.52132813,774644.706957993,616447.598018976,443080.986746652,556937.146657982,766694.438502598,676859.232373053,890444.759554681,0,0,0,0
"M114T666",114.05478135329,114.054643517443,114.054874962959,666.121,645.664,667.549,36,28,26531765.9753087,1806811.07901714,34574018.9169743,9119054.55838241,7422450.10194446,5102363.71487979,7694025.37890294,23203592.6839665,5862629.13794999,12440405.0812449,33915127.3678251,12449637.3655429,27197027.1321595,22115432.6800063,33783288.2762374,32809841.1350297,14610469.7885503,1811088.85101758,32168311.6362792,6926797.17146482,6212963.50179166,4492608.36768748,8517380.10338521,28961983.3359327,5972816.7168611,24644806.4915269,3220879.29956589,3090100.81203126,17675740.9280945
"M114T441",114.066008167711,114.065948373943,114.066041502859,440.844,424.526,445.287,29,28,1139735798.61861,119966597.76,393715853.859656,88637097.2417777,203545450.488167,65496161.7435469,98901166.5383192,342945664.836916,62765701.1043333,293202316.278412,343887721.932693,76161298.8039063,178862253.673527,61620709.2389001,59085347.1469307,389731447.437416,128070458.881256,134160194.212917,372497079.355312,186845004.124278,157886061.199931,59018367.3747,64145287.0120835,358694103.144625,68922829.1885001,974778861.268499,3200605.10030508,50182869.6697047,54059235.5573789
"M114T682",114.065999729051,114.065904871,114.066057661969,682.384,678.82,697.318,29,28,33748498.077525,51546214.3929148,117041483.55275,67836600.8117497,24626840.4200001,11579991.5717063,45030868.4986367,109157278.5567,20263245.6557251,120309694.875999,97772077.1284247,71675611.339406,22057900.00875,12040131.6594891,21630150.814496,112421252.971849,20978419.8362498,87765172.8333333,93206691.0677998,21892441.5144631,20195823.4929766,11757159.3981484,19720352.8918523,110533211.5941,22237802.082438,33360605.1814714,3992338.95089924,10006186.4780174,19084092.0661875
"M114T420",114.127552932473,114.127433054221,114.127593353698,420.395,417.369,421.977,15,15,1721392.62892647,4860393.26029423,435389.151920899,426549.386807945,2375918.06186306,234083.731434082,1287325.42115128,275088.634615723,4413475.5036493,313539.712330915,314641.44515039,230615.432382813,475942.241391275,2103180.2523538,149165.424222656,326750.378213779,216177.370007813,4219300.95477676,2929921.36033045,837412.255880861,684481.978587239,1805376.7032015,299939.260847656,4574373.42505973,3319063.23358073,2923379.8423609,2859408.71804047,2106245.27346144,3310416.87393799
"M115T375",114.893107421142,114.892988525137,114.893381259449,374.808,356.434,393.931,33,27,155395.02464965,77781048.6874462,108374678.075726,30671406.7198682,22495614.4118672,12437476.0232188,31909635.5595557,118207724.113931,67353972.8686781,94470535.7858345,77225487.2360346,90356739.8388324,53407521.8448714,11644934.7826704,118515940.365431,68665349.6493974,187470765.79579,164621405.157,133554256.805159,29544278.2743585,61036527.1263131,38181280.5666857,139993979.808038,113151050.463789,150033331.647441,6630205.84833496,0,45026109.5353874,133356218.368662
"M115T681",115.050007023173,115.049971528133,115.050050576975,681.2015,677.743,697.318,28,26,3083987.25369358,3257337.9140217,5741213.55582692,4158187.40348294,2010279.0617,1339176.24852574,2527832.77476955,4903751.8840073,1235046.63968317,5173218.6100613,5402910.74075893,3520422.6014336,1683511.97006357,949428.601192696,1910130.63041252,4816221.40419674,1236530.60948959,4087229.29848533,2733273.19285838,1861225.14955642,1894386.06229475,1238212.00712638,1425017.4497754,4778138.09335625,1062161.71786111,2122708.83598366,373244.19221437,1328166.4494135,1321170.11156251
"M115T483",115.050016978903,115.049860602004,115.050053398547,483.387,481.726,485.686,26,26,758598.070044518,1004918.3551875,1130864.16960816,820204.200707888,7662866.45742489,4640028.1538701,752271.05310178,663898.356335448,613300.47370731,1599346.54715735,1748262.49168653,3504393.52056152,18548598.9046553,20355242.2054453,2170882.05624153,1355671.24803288,2546882.33160351,268524.680757704,1002234.91568034,8948654.69393228,7140376.13793055,11923968.1859385,1244362.18169458,975280.703681855,1340984.42409277,392876.516558409,272330.263064702,4024119.71520947,15655401.5554151
"M115T441",115.06935097161,115.069275550157,115.069455964401,440.6505,437.861,445.287,28,28,50351731.8396094,5154628.91731249,15792952.3123359,3885551.86394878,8991965.17611458,2831253.28654297,4583281.68893847,14989729.6643359,2906682.57908594,12794713.5352284,16566661.5623008,3419340.98706094,7607133.53612846,2663048.06685313,2637856.02947754,16991412.6166475,5133252.05859375,5786310.22630209,15969648.3942164,8093176.22615539,6850560.69815105,2651786.73989062,2736315.53880209,15533911.6768719,3089514.18254062,41805675.0573266,406672.533354729,2063795.22205381,2616504.39914063
"M115T683",115.069340017223,115.069309260453,115.069461198931,683.473,680.136,703.494,20,17,2018239.3896811,1495936.43959447,3629258.28890621,1845025.89487503,1778251.0399797,1169646.47743072,2576766.67170703,4306616.13706642,1018968.31197976,7140267.69525036,4069686.5251875,2069600.37145311,900316.782739458,556315.887161828,844730.060332032,4462538.94390626,521269.653999993,3412589.56964779,5580080.88845955,1617004.56640553,1684363.2139432,776243.247867107,1012538.93790528,5341381.89027548,747590.206434899,1521277.01717377,250054.525172853,844914.494472504,419387.438892192
"M116T580",116.016281276333,116.016224413525,116.016321670733,580.375,576.963,584.041,24,23,13361427.2213906,1088966.86060781,823163.178035581,1629801.50165859,2633019.24159994,9216365.65797113,1967777.44542342,430495.490931363,2171901.69682263,3796404.72194529,637442.040859376,1305544.99317391,2888503.99875822,8819135.20123442,2377104.38513427,601954.466644578,2840431.80008074,1534984.54093359,606780.48360693,3271870.38175346,3123152.44408983,9933947.77562188,2691918.19777029,642232.562009766,2836896.29224432,8505414.42470702,11290.259303391,7060844.50934495,5517349.17484114
