"name","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks",".","X250K1_pos","CMD.CTRL.GP1_Brain_pos","CMD.CTRL.GP1_Gastroc_pos","CMD.CTRL.GP1_Heart_pos","CMD.CTRL.GP1_Kidney_pos","CMD.CTRL.GP1_Liver_pos","CMD.CTRL.GP1_Pancreas_pos","CMD.CTRL.GP1_Quad_pos","CMD.CTRL.GP1_Spleen_pos","CMD.GP2_Brain_pos","CMD.GP2_Gastroc_pos","CMD.GP2_Heart_pos","CMD.GP2_Kidney_pos","CMD.GP2_Liver_pos","CMD.GP2_Pancreas_pos","CMD.GP2_Quad_pos","CMD.GP2_Spleen_pos","CMD.GP3_Brain_pos","CMD.GP3_Gastroc_pos","CMD.GP3_Heart_pos","CMD.GP3_Kidney_pos","CMD.GP3_Liver_pos","CMD.GP3_Pancreas_pos","CMD.GP3_Quad_pos","CMD.GP3_Spleen_pos","QC.250K2_pos","QC.Blank2_pos","QC.Pool1_pos","QC.Pool2_pos"
"M70T620",70.06503428942,70.0649738196025,70.0650629886401,620.318,598.613,622.652,33,29,575049264.911374,35396173.5616672,87636302.6011362,34422878.6553732,73265888.8398871,53346435.8816436,144610831.556444,59752523.6115585,78801944.9623437,99899099.4823363,116478430.39502,80221788.4782746,119242224.78195,165091867.323749,216449691.903655,107090988.513462,136874705.104899,39022961.5304204,83608302.06014,70927891.4852252,61505307.8101877,59513456.9254652,184421220.083265,76837899.2448996,92221684.7370754,520048237.969541,2953008.33835062,44436622.7852155,142044345.591033
"M70T729",70.0650356381444,70.0646713224152,70.0650835929486,728.868,710.047,744.736,27,24,4005543.31040431,NA,3550817.87930274,5761647.7529297,1325809.14694335,3005988.49137151,5776480.04356645,3039831.61796954,1561518.31106467,NA,4363295.22658854,6011781.26294646,2624386.12633887,5411575.75042535,11002496.6635125,4487778.92530196,2512764.29380697,NA,2961176.67201562,1124889.47797461,NA,2158695.73813736,7661063.07624127,3645135.43596974,1929304.18003204,NA,910850.073922036,2831951.12441167,4344068.15396091
"M71T621",71.0683931182497,71.0683385708441,71.0684652856033,620.633,618.002,622.652,28,28,42301415.0616875,4163246.99574317,6401715.42826703,2930425.72140236,5934475.6218652,4528221.83164822,17515288.349,4757235.90211952,7077925.81158906,13887428.236234,8686692.9885657,6475821.12744137,9100940.72549923,13364810.3599999,20622543.0781757,7996432.03099647,11468773.3859453,6919221.20901837,6683786.50085152,5947630.3647578,4757222.32124025,5325984.13352212,24329756.9213092,6042884.14436638,8434433.51265765,37472385.0239486,NA,3914485.20244012,10751155.6530512
"M71T710",71.0720633691683,71.0683951980024,71.0723259872833,710.421,704.48,718.285,17,17,2769657.23613281,2061447.00873481,NA,NA,12024319.1085851,1215695.92470996,4375557.90481163,NA,3202128.11169434,3455501.70079611,NA,NA,11148876.7573555,NA,6038226.9738885,NA,2980551.04945315,2166399.20136981,NA,10442992.5170332,9882653.79774389,NA,6531172.66722655,NA,5281351.24407383,2964323.8495078,NA,NA,235077.349178571
"M72T681",72.0551064653581,72.0549469770479,72.0551961525754,681.2085,678.752,684.673,20,19,1936382.33851563,1754044.48510155,5608560.42518487,4858544.63009297,1828283.1203,NA,3039095.52615235,4131649.85463436,NA,5608918.97521873,4969451.09525428,4321594.51131874,NA,941702.604301425,NA,6074488.119375,1684253.89789999,4315563.01822917,4699358.39812571,NA,2046553.70624512,1097478.37483105,NA,4468838.63652734,NA,3099224.57103983,NA,NA,NA
"M72T621",72.0717483389648,72.0716824137568,72.0718035038446,621.162,618.002,636.464,18,17,NA,1021925.4516667,243654.14865,NA,461925.939346353,NA,5715024.65509721,NA,894468.132291674,4489449.4344454,366614.496997615,NA,NA,785165.564772565,4592062.85484021,218290.194322265,909283.239766597,2735043.55683907,NA,516805.280881056,NA,788279.758500541,9913800.80529379,NA,1636474.31681815,NA,NA,247635.174780472,NA
"M72T593",72.0806776589488,72.0806330951462,72.0807077610602,592.519,590.548,596.025,28,28,252322873.36025,27417078.4470624,95563618.484625,37097160.7810826,77590213.9513292,87693243.9783182,37052888.0052937,74087482.9458749,91725409.818056,75555709.3463628,128033494.446925,79950951.0097146,128465112.297,168212758.874005,278971221.310526,122558114.692125,137478841.347223,34429216.7987587,99174114.3014103,105041496.604275,93392921.5198498,77919904.3299277,193435973.409649,99657796.4705125,101046513.418681,211109421.79155,NA,72371075.5665822,149714664.221153
"M73T593",73.0840240246957,73.0839558257004,73.0840687359857,592.57,590.548,594.642,27,27,12385445.8908925,1406686.20059943,4360597.65009765,NA,4088037.63434657,4293200.46869997,1557879.34828905,3018045.41479687,4175513.19843748,3749234.82648751,5166887.83595079,4185427.49457388,5914880.49779294,7785780.21919331,12865250.1843576,5234488.78539735,6568734.39487849,1584374.75375001,5403501.79835469,5351854.49486016,4229153.61871876,3935506.45192607,9144234.97918122,4764276.29884115,4889845.19101702,9740377.58482032,NA,3508504.18126561,6950681.92158507
"M74T600",74.0235566721306,74.0234598909423,74.0235941707471,599.512,581.778,615.237,26,22,9572148.59523873,10037308.4534625,NA,12889277.675086,17241824.6541375,4190944.77227086,5841103.38150908,NA,30123185.1007499,28582304.1839001,NA,3454769.92568187,13243042.4366702,3591711.10425346,4898225.3238379,NA,28264734.6379404,13547189.3555966,NA,14642321.2849063,12928354.5642265,3984649.72930205,4617304.35207682,NA,26763537.0809359,7095024.73832579,NA,3045863.78101952,2772673.16467969
"M74T664",74.0599526709821,74.0599096674226,74.0599796692808,663.7125,660.431,667.663,28,28,50928368.3018249,13714238.3899701,17441701.4019294,26944452.1752875,30038515.1262003,17571324.0422756,25144153.0500345,15386916.8847917,28069055.64225,63657063.9045835,24499283.1693603,31911270.1936359,32568363.695625,17559275.5032744,54701112.191475,22316185.5455001,36556851.091328,29544880.7089722,31662571.1574751,45052246.1383333,38809905.8689806,20192188.3182713,83458539.1017707,29738589.8638376,46594290.8549167,48995831.0130209,NA,12289510.2583301,17353150.3958463
"M75T664",75.0633023200157,75.0632305831325,75.0633319813875,663.5875,660.431,666.243,24,24,1743943.81079689,420540.075719729,NA,915538.544744797,984971.26827881,552300.84623047,900507.092582482,NA,934362.797630203,2171079.00523829,873621.254079019,1187525.56528586,1018373.15188194,670370.434428978,1978094.73614585,741799.458285151,1207437.29777343,980590.880806645,1128739.11018751,1565164.35465625,1222738.80749479,714027.485807613,2869405.34914713,NA,1500661.89771069,1732920.35289023,NA,NA,463994.021513389
"M76T580",76.0214426119303,76.0206283443297,76.021515872491,580.17,576.944,582.769,29,28,90177245.6574159,7400145.90564843,7078644.01457048,10775000.9543857,22548611.2495738,58755118.2910173,13764491.2677358,4468840.21034415,17658418.9978613,27988387.8074359,467430.899903328,9380108.18908027,20268535.9351547,60840986.5268586,19229608.9049595,3951428.96126367,19338636.4567543,10067031.320079,4270927.93133069,22353329.0107748,22146948.4431533,65129866.9970374,15712246.7240233,4960742.57109031,20320346.0880023,60217972.8373551,NA,42909060.8905419,41405964.3434438
"M76T706",76.0392080938247,76.0391731005001,76.0392727273786,705.5355,698.277,743.404,40,28,39055222.1382395,30904678.5411111,171133299.431923,41939549.4566551,161868475.351128,222317762.125282,146884008.615857,146758465.269132,80023949.7887671,77732284.2856027,211219436.627925,69272401.6774427,186972149.630313,350758364.757334,300006201.719778,217415818.665978,142186533.702355,30990021.5359998,223038460.367397,215489300.774312,201850176.622974,305353934.669334,279680040.579667,192439442.472009,127749421.610439,33297279.3828888,NA,213352610.45511,356846526.485335
"M76T671",76.0755952255628,76.075530309358,76.0756352177448,670.7505,647.225,672.177,26,23,7394573.78338462,2045185.33790625,7868346.23911176,28284902.5789895,82553240.8653745,13867553.4137171,14482032.9786094,6031892.06949858,10423975.7524858,1023970.7881808,NA,3315246.53139223,15433469.5006901,NA,3538000.89510547,1059365.16709376,1773420.25374413,908854.872025777,1160189.73083496,9505515.00598961,7950295.95990625,NA,1602371.44956484,893335.033062502,NA,3070188.80415323,NA,19665759.3038194,NA
"M77T705",77.0425571937215,77.0424955648573,77.042798327057,704.7305,698.277,706.727,20,20,NA,NA,4380981.45063195,NA,NA,6727316.60442869,NA,3817891.39760307,1512680.69237762,NA,5856659.98555038,1707415.30280419,4792185.59006919,10450427.6494722,8253090.70313196,6054739.22499823,4168195.30287762,1147685.19434895,5684982.26247398,NA,5863065.86961053,8874026.72548439,7386807.40042969,5311255.3330125,2849403.81143491,NA,NA,6166133.73931205,10471412.6538294
"M79T141",78.9555444645341,78.9555134031743,78.9555743479972,140.567,128.166,165.556,21,17,NA,12720411.2031438,7330642.85213124,NA,NA,2902475.38928906,NA,13497969.4628646,14059371.4039643,NA,14648567.821875,17600371.9378266,11888743.6935496,NA,NA,5507292.1940625,11774074.446,44668807.8393477,24047456.3850644,12669612.3183217,5714392.21447918,3198008.27019531,NA,NA,10635812.75925,NA,NA,NA,25552113.242425
"M79T1436",78.9555565283451,78.955516019629,78.9556000084342,1435.73,1420.35,1455.68,25,17,NA,NA,67278299.4166662,NA,NA,522418152.125509,82120546.1887506,NA,114073394.213334,70386284.5966681,83301443.4656234,NA,NA,650628905.482598,87615103.2525007,58670391.4133349,73308436.2478568,NA,NA,127213059.855626,114767483.10875,576155410.610864,69671916.9874995,73208250.9828575,110255566.155,123835119.281818,NA,NA,NA
"M80T691",80.0493850540671,80.0493473213682,80.0494153837882,690.7115,686.669,703.851,32,25,9848565.53295136,4214662.87699483,1564771.72921875,5528377.6230625,1903720.74563802,5369497.62537422,2826375.47423124,NA,2159705.79660938,7481315.77404167,NA,5687968.75368596,2277500.32979219,5211001.38097084,4088299.69320116,1944037.06939324,2911359.49083788,4926043.08139454,2035435.81482226,2341931.50683509,2533597.49700338,5386463.12175938,4758879.78560156,NA,2497167.50334025,6483155.66990629,NA,4703513.64091059,3718008.77827343
"M80T593",80.0493784202208,80.0493511806959,80.0494165646182,592.715,579.428,599.113,25,20,19114678.8997156,8026928.61655471,NA,6876942.07320316,8208384.04555171,NA,7800673.17936259,NA,4188279.82723211,12229927.8394531,2487923.02684377,5665777.96275003,8078434.44492932,2101633.5513672,8707373.48307903,NA,5128749.89785549,8149758.5800125,NA,4303951.89807148,NA,3823588.28931598,8515222.48798833,NA,7186561.00086812,8564492.60371875,NA,NA,6232091.7699604
"M80T666",80.0493881455971,80.0493467719885,80.049409686225,666.36,655.481,667.373,19,18,7226965.53907833,NA,5335260.65876431,1600592.64541484,NA,NA,NA,4062496.63009644,NA,NA,5295895.28451495,2084868.78689062,4118016.48730553,3413080.13790673,5225685.39329373,4668682.426425,2563575.87708828,NA,4853946.95393124,NA,1746387.47915547,NA,1626255.80358398,4510645.73411894,1427211.59886805,4463323.0021582,NA,NA,3040776.9983259
"M80T540",80.0493677131525,80.0492754687389,80.0494063087918,540.132,525.493,552.921,19,17,13273721.1991343,NA,1568809.31156855,NA,NA,NA,NA,1122144.04451086,2112698.5112958,3010465.41270169,1617630.20995625,1926709.96160039,2881062.75645835,3000892.29407101,4488602.94870226,1417962.52851563,2845250.58725521,NA,NA,2059051.24331719,NA,NA,1547003.03112152,NA,1407285.90801832,10669034.6563023,NA,NA,2390045.74723242
"M81T375",80.9477431582343,80.947634621313,80.9478135570496,374.6545,338.873,404.59,32,18,NA,NA,NA,25004725.8099236,NA,4038162.08021484,32898544.1521479,10511315.8948503,7618782.17656247,NA,NA,34386432.8447425,30603049.3748689,NA,9030247.2718418,1860921.4098418,NA,158310896.220476,NA,7755443.5666849,3441328.74799803,4194767.12689662,15463493.2828829,NA,4573148.73684373,4197828.85040895,NA,107198932.843154,24976995.2723808
"M81T1567",80.9536753188465,80.9536043229327,80.9537464670882,1567.44,1553.88,1577.31,40,24,NA,2633337.48625006,2933553.5159375,8041670.21432131,3792068.60906246,NA,3655920.68841796,3709782.05695961,3708705.43176342,8125497.10958329,3376701.13924108,3764686.81796879,6937257.79081056,3196124.63517359,NA,3376361.58767575,3342271.84602862,4122182.55122772,2622848.94922362,4039373.65746088,2628579.97302082,1808103.27099609,5633498.06450783,5315174.7876616,3742003.54494789,3727654.7732143,NA,NA,6689830.79695313
"M81T1425",80.9536569144265,80.9534337832762,80.9537471728518,1425.24,1370.32,1455.48,92,27,18516538.1616936,7993891.23312132,9675890.0583334,50975831.3649564,6983144.84023441,7779694.63478744,51973766.1512786,28747845.5236207,6150474.11994131,7201484.56647953,4553665.37849991,12882535.9947501,37284252.0768387,47920572.1987601,9734888.26414064,6317534.96431631,19011788.3234673,5694037.88179687,6700158.83239143,14291809.5771991,11800358.5306735,47867541.6874623,13717552.1289063,6915176.65217272,8492769.86679682,13933390.2141958,NA,NA,4146438.67856245
"M81T1524",80.9536727396013,80.9535886020623,80.9537460682652,1524,1514.14,1536.67,35,24,5537506.71753901,3314295.4869609,4284519.11357144,5221253.29789622,4884642.32087613,4912365.51546498,8299497.02356547,5625750.79657033,4325016.51562503,5698101.07380585,4529097.48082595,4528937.00631184,7078373.10575,NA,NA,4531902.84765618,5455049.71253915,5396162.41617183,5138599.61779512,29428135.9109013,4546076.47228515,3993050.96912111,13808184.7190625,7625225.2769231,NA,4612982.91270093,NA,NA,5148427.74775637
"M81T1588",80.9536696667697,80.9535903788469,80.9538011460563,1587.71,1577.69,1596.78,32,23,10523721.5803676,NA,NA,3847187.43076388,2995320.74162946,6443636.11952588,5004922.99999997,2289623.41208332,5038888.78141398,13171471.6576481,2211505.70902349,3731201.35736117,3767043.32855862,3329824.71069337,9103397.31491318,NA,4412310.33502935,5647622.9145,2557568.02566964,3397550.97164063,2788933.25541991,1962641.14054689,7516417.10888306,4236298.91562502,4523162.61742196,4505748.57187498,NA,NA,NA
"M81T1471",80.9536669342863,80.9535177076745,80.9537671821471,1471.34,1455.99,1484.13,41,22,NA,4761542.05703122,5652333.67870538,NA,5766928.83500008,9861302.34949516,NA,6778457.83856334,23954514.1212304,15578630.9128125,6780150.95609369,15656288.5005858,4705884.38718743,NA,10863756.4866665,5116027.61737299,6900174.80916679,5490987.88154293,5467424.58604633,5823753.56921878,5122323.72874995,NA,9486312.21281254,19429055.0589093,5931105.73995112,4693192.31214855,NA,NA,4685275.0928488
"M81T1612",80.953678554282,80.9535501076052,80.9537872408125,1612.03,1598.32,1625.21,44,24,4699011.3915478,6694605.67668521,2522838.63857138,4259999.00189632,2527294.75660158,NA,4947852.48718751,2092033.20484374,3424348.54130023,5460315.28643422,3106006.82571002,2925778.40625002,2172822.74140624,1683470.895,3434973.53062505,NA,4073304.18175043,3872634.35024424,2804189.03484379,3306399.98447269,2568856.51388786,NA,3665550.40883788,4177923.46996096,5907740.48590911,5079747.09063472,NA,NA,4026895.41328129
"M81T1642",80.9536711902458,80.9535349097155,80.9537931840224,1642.05,1626.44,1660.29,55,26,7785424.85640616,3278400.51093747,1945646.37456247,11997001.4697599,2978575.28052732,1268792.37265626,2956232.17587886,3842560.44066703,3037956.28651786,7670742.60990612,4307810.56841572,3957062.74498375,2933780.41368276,2455341.0008084,2763172.50939732,2321236.25044638,2855791.04015625,5390526.01603714,3706443.08844481,3780664.51586914,3105114.61916278,2764051.56595128,2702688.07741631,3132352.84184026,3701709.19526607,NA,NA,NA,4837195.9698047
"M81T1491",80.9536698336884,80.9535877030741,80.953720318325,1490.88,1484.78,1495.67,20,16,NA,8398487.37511363,13413944.154586,NA,4065968.45524991,4974119.24734381,NA,6176785.08365883,NA,9032381.1200391,4702670.19093751,7232227.4368903,NA,NA,NA,4590691.34580919,14281995.4356036,5781591.35518418,NA,14005621.0363487,5044436.56249997,NA,6068184.32562512,5954865.47316401,NA,NA,NA,NA,4721367.72253351
"M81T1506",80.9536722539588,80.9535845467521,80.9537346398113,1506.325,1498.72,1512.16,24,18,NA,7321710.26169042,NA,18140631.0938825,4801871.118457,3583968.39321429,NA,3248304.01593758,NA,3758816.69515611,4684071.34387836,4780005.07758786,10577717.3365764,NA,23585891.8662109,5948153.15229492,7115627.70290627,4750340.62953124,10050445.2726355,NA,NA,NA,NA,5902070.9042579,20461416.3853351,5651946.17228509,NA,NA,6359744.7810039
"M81T1543",80.9536691488358,80.9536201058077,80.9537396408195,1542.565,1537.5,1551.56,22,17,NA,5130689.81971867,4374179.67111323,8721785.4942396,6805181.49545445,NA,5337598.47019521,NA,11683161.7674076,4362576.82041666,3872696.01410715,5047559.66575933,4031678.69699868,2083825.83773441,NA,NA,16644061.4885416,4306725.95732144,3126212.76093749,NA,5589906.25529884,NA,3982533.66568369,NA,13195247.7686735,NA,NA,NA,NA
"M81T1699",80.9536711724158,80.9535343218872,80.9538029290595,1699.475,1682.74,1717.66,42,25,3969495.90506257,1343178.44796874,2616459.03711999,1670031.01334635,1524008.6511077,896065.090794684,2039829.16215085,2352342.73904295,16764753.6324437,5933594.86726555,1977559.99389284,1176207.41808592,1557101.25388426,1056128.37760416,NA,NA,2219406.22845703,2790608.2326563,2460488.71435428,2918448.73390709,1348381.72826172,1161124.31862597,2014622.42908064,2046067.98755576,2719657.36838548,4054984.18125973,NA,NA,4278317.10732415
"M81T1742",80.9536743849119,80.9535703872573,80.9537788649082,1741.89,1721.15,1764.62,50,26,4759673.42703129,1486047.11048926,1375741.86978517,1653829.49330809,2047692.43682092,673325.347529291,3015900.26279611,2717274.49534235,2349309.76202634,4297926.51843749,1734276.78486329,1894508.529375,1557727.80214844,NA,1659372.50820314,929839.498075354,3336563.76673292,2104711.61312504,1575902.5978545,1495918.53316825,1149677.687673,736527.52916666,1732760.78671877,2450877.9425421,3686161.14768752,6954904.64854172,NA,NA,10213967.2083242
"M81T1674",80.9536746662421,80.9535806754344,80.9538041887861,1673.87,1663.15,1682.59,27,19,5454196.19598219,NA,2350088.77124999,2095376.44570314,1670219.62664203,NA,2128453.04893879,6596419.14519546,NA,5141445.21337337,NA,2987484.88460128,1545005.13520833,NA,NA,NA,3616848.54978187,3743835.40911273,1469113.15145833,1620955.97212497,1905598.96273562,NA,2145026.09953126,3042515.46810455,4606360.77169748,4320862.82524543,NA,NA,5358260.09124218
"M81T1809",80.9536792651717,80.9535476412014,80.953760458432,1809.49,1787.81,1831.06,40,20,2372455.56023434,996220.446050364,NA,1132153.76501675,769337.84101562,NA,NA,802382.611132804,NA,14600999.0290429,1399502.20547091,1515559.97128905,736466.950546877,2727882.35665426,NA,886838.070731032,1859659.26997765,1898326.83535318,897323.237963177,967958.42499999,NA,NA,1117542.76791292,1621342.52768821,2188044.7200879,3251487.79183038,NA,NA,2846809.7671456
"M81T1854",80.9536619521072,80.9535672647763,80.9537198220815,1853.84,1834.73,1871.2,28,15,3262082.46028183,NA,NA,5207816.58713869,NA,NA,NA,919108.043115241,1319637.84562504,4058847.32819986,2866806.66348552,1645152.95500488,1448838.12259208,NA,NA,NA,2050001.88503906,4135149.34135415,911132.942484378,1028056.8779199,NA,NA,NA,NA,9544992.23513674,2622649.82958331,NA,NA,2554430.55776363
"M81T1973",80.9536546168717,80.9535377553621,80.9537209221362,1972.96,1948.07,1991.54,31,15,2170393.01830428,656659.473611105,NA,1121046.99403846,809450.408691414,NA,NA,NA,1126499.2665067,5643269.93133537,NA,NA,716031.947407674,328323.066787112,NA,NA,2047012.80126052,2048271.28133344,526696.339732143,683095.921471353,NA,NA,NA,NA,1604238.9038965,3797426.93250759,NA,NA,2090187.9576416
"M81T655",80.9636413383974,80.9635119582346,80.9636872651343,654.541,651.269,656.567,20,20,NA,957930.005477427,2678479.12322427,2889976.00308592,NA,1874295.89263702,584524.873877733,2689874.00635042,2439904.62736276,2130419.99508007,2223717.96387948,NA,1176932.55680209,1680467.79752451,NA,1864822.41692635,2055958.09202345,1069823.37726279,2766957.50454545,NA,NA,NA,484156.162321874,2524778.96337287,2059924.70023919,NA,NA,1768206.22328322,1540038.99325392
"M81T622",81.033389305503,81.0333178526291,81.0334249670595,622.4915,619.152,637.094,24,16,1053153.66970312,NA,11794900.9393687,593303.33467634,NA,911586.081919925,NA,7286865.97899099,NA,1106292.26847431,4155899.37013129,1199331.19817708,NA,1351955.1362088,NA,4799505.7574297,NA,NA,2423762.6555619,NA,NA,1248452.25566016,NA,2932977.72611761,104230.317384375,NA,NA,937524.947911896,1099590.0622054
"M81T407",81.0446320098809,81.0445647466169,81.0446626847027,407.151,403.32,423.245,27,25,NA,395243.280083983,1040029.33350918,1378442.85367436,2520647.36952256,756625.407841405,1101136.55695313,966740.354999565,1247625.93388282,1668159.56405273,915082.590916664,2311516.07464063,1790825.21958073,NA,726768.809197263,1686855.93774024,1204502.01704954,2857498.37887031,816369.880981533,1228344.54054759,780801.989456599,221558.222698827,879629.532393645,1370924.50748567,1255434.27495586,NA,NA,950141.156204686,468890.318671875
"M81T101",81.0697446310481,81.0692311323657,81.0698287327324,101.3855,81.2743,120.539,50,26,NA,9203264.89052344,1682054.82975776,4433321.14984462,4084772.35596387,10880398.4610938,4811983.79117439,3171554.96585469,9479765.53687904,4731435.67717014,2500891.36999006,3636690.39664734,6723573.10379818,3849608.27894071,5000932.77411478,2857837.03525879,3425530.67037841,1606952.94991508,2986562.73251064,2972138.10707589,5984775.96522909,4297955.73494726,4016498.94058574,3771941.27929617,2624897.46301547,NA,NA,4342002.13379158,2035940.81529859
"M82T691",82.0650302200242,82.0644868017495,82.0650609032177,690.6335,686.669,714.587,26,20,3424494.17562498,NA,NA,1688785.62877084,869851.50214388,1983281.10120681,900401.904266179,NA,702999.507638675,NA,446403.556434381,1185469.03371206,5106292.11113888,1953772.88727697,1376758.86757325,NA,861171.98505078,NA,NA,789169.23911111,2225179.830375,2016106.9076513,1620203.36038543,NA,947585.537419917,2795056.89890367,NA,1313286.18421181,1320752.70494726
"M82T540",82.0650261640903,82.0649879736891,82.0650607038417,540.3515,520.429,544.977,16,15,4214295.42441665,NA,488494.690464257,NA,805050.018576882,NA,NA,356771.149613284,1134335.3844888,1098315.51142578,473550.748089843,626070.192381978,1030244.34333334,984610.181041672,1450994.74869444,501868.646920574,NA,NA,NA,778625.627809462,NA,NA,579642.8895237,NA,NA,3910821.24296054,NA,NA,NA
"M82T666",82.0650282695139,82.0649912310972,82.0650521447087,666.153,665.023,668.359,15,15,1560363.18625708,NA,1791377.92863281,656387.704281849,NA,NA,NA,1152690.80921702,NA,NA,1153678.68073047,645842.174023436,1391435.46407032,NA,1733393.75393715,1638216.03116211,611529.476409595,NA,1287909.6873687,NA,NA,NA,469301.826836425,1354059.38476562,NA,1085126.46208941,NA,NA,863963.775079207
"M83T106",83.049018133354,83.0489861724494,83.0490475474307,105.891,99.089,111.817,16,15,696419.82471875,1943570.19716647,NA,1832220.02535937,1442140.64436768,1127690.67531885,NA,NA,NA,3619969.89614724,949116.456637499,NA,1223624.72810078,NA,NA,1596478.21472331,NA,754723.207453125,NA,1342522.03685756,1016849.07727121,NA,NA,845674.102985491,NA,844661.438994945,NA,895863.544792132,NA
"M83T707",83.0602699268703,83.0602378764834,83.0602893216778,706.573,700.795,709.187,17,17,NA,5381474.99948866,NA,NA,2117347.45151785,NA,NA,NA,2414846.82230355,NA,3297615.07231074,3883690.14091408,3602777.8876051,5052250.89443596,3439440.51081472,NA,8042832.48499587,6633858.81667186,4752191.42080078,NA,NA,3456063.75408332,5002987.32337942,3780500.86551559,3175751.98491667,NA,NA,3192365.027666,5432063.10989064
"M84T592",84.0442568853937,84.0432110955263,84.0443083459553,592.1035,565.347,604.894,42,28,1043522242.56044,480635454.317199,33967239.9513672,339674160.79938,382299277.153986,138553462.863232,408437818.717503,30983100.3577153,372890172.576079,821864549.582144,43712281.3371877,356316903.409927,309507088.07025,175757717.006901,382881945.263534,35799321.9426424,290335598.355944,388408866.461876,48546516.7523438,298626446.77202,267584869.813662,175191999.060029,357416722.616939,50737785.4914299,400219584.955763,356420976.529445,NA,87601938.4939492,117544320.95808
"M84T690",84.044280932943,84.0442492652856,84.0443052536572,690.091,675.267,691.489,31,28,589417587.694928,250884613.344252,89137368.4522288,363087766.7105,120626419.8443,316837227.2673,164631848.402594,71459522.9163199,138695261.304938,499044360.472,101537955.560881,358292176.471112,121521883.03547,298859314.889336,264174729.285305,100048116.460069,153113774.376875,312450245.709291,121231552.553157,135813182.950855,118436095.186197,348857795.335501,301936678.463668,102528834.049202,158768396.509707,474611862.008088,NA,262982157.641622,243457126.941281
"M84T634",84.0440515715553,84.0432001764799,84.0443076612733,633.562,615.194,644.734,29,19,25209615.1487274,9743707.32126947,1193980.64283041,NA,12182861.6358164,9034013.75574574,NA,49995.4488671874,NA,27955637.2291406,NA,27544199.2973084,6683358.13311915,9762301.87254179,NA,NA,5531502.75905,11405551.0850233,NA,9089459.81678134,9654311.23881032,10683413.0624438,NA,NA,4500476.55873268,23109902.8900132,NA,9576771.89908316,4886250.05583201
"M84T539",84.0442771765296,84.0432218144504,84.0443152285222,539.476,537.22,559.914,16,15,20033451.3814077,NA,84646.8941613276,NA,33621691.3616974,215924.01971745,20732366.756153,NA,NA,5142615.58694097,NA,NA,37022070.8678251,NA,20050406.9895555,NA,3986414.21195573,NA,NA,35075112.4361319,24882745.1305235,NA,16021522.7724686,NA,2156370.77219358,12926759.3531145,NA,NA,6181780.47870899
"M84T602",84.08065431777,84.080521568573,84.0807473658242,601.6325,575.815,617.668,32,26,NA,5011469.50721338,5296779.8847266,6876798.95229163,15072376.6820442,13768892.0870659,25121680.5930235,6111109.45209549,6361505.68065445,6681782.57323956,6525352.79336366,6357099.7685313,12489402.3271875,11884218.0972638,22307555.3363847,5332539.03413891,6895567.92701042,4467556.64397653,6497652.72223725,17155030.958625,12402405.8346562,12918842.4145139,22424936.092861,7459409.73829945,6599444.44584959,NA,NA,10889797.0337129,8713267.6184082
"M84T635",84.0806689988773,84.0805604639695,84.0807449136607,635.458,621.287,654.584,23,18,2418525.97718359,NA,2297909.53837893,NA,3583915.01021875,3537159.64202343,3100278.01335235,NA,4027529.75917939,NA,NA,NA,3492703.70251175,4325777.49484809,3268508.02546528,NA,4169407.77781077,1421025.62438282,NA,5410681.95485937,3260060.08901044,4476353.49116669,3179261.54433595,NA,4211531.75009113,NA,NA,3970262.40706349,4502589.50871337
"M85T493",85.0278720280736,85.0277321533882,85.0283306180398,493.436,490.438,518.592,34,28,4573778.46865886,802419.758437501,966874.905858859,849864.854536134,3108174.0960535,3434479.72679423,2703659.01329493,1124123.24339111,3247118.6525985,2780834.26838459,1570222.43392481,4267568.00203124,3289739.67332227,2082538.72084635,2369020.89757812,1734071.54231266,2835511.11152322,1299993.04879459,531469.475463869,2189853.4762752,1922875.76238238,1858546.88137695,1423416.90368493,779661.311770314,2882238.17743527,2861543.50640625,NA,3037061.45130209,1951360.53192774
"M85T592",85.0282110204018,85.0276985793681,85.0283160069379,591.86,589.192,605.139,30,28,43966429.1206887,23075471.8791222,48908439.974359,180049978.688141,55118953.2996416,28325553.0917647,31037952.6019512,33005457.2605391,58079239.9337484,52131576.3881951,37137061.4554104,124893225.356063,40898379.7503125,21988033.3174856,30491246.3445045,30958090.5539623,67885614.2968243,28579005.73575,33588877.2922992,50729273.6004141,41619612.4081866,30625187.0784484,27664450.9558323,34936374.6173842,67982295.5898475,45787349.816127,NA,24804328.3335453,22404651.8534376
"M85T626",85.0282639084492,85.027733718677,85.0283462413821,625.897,605.816,639.67,41,18,9722523.72069417,NA,8917394.10367605,1779758.49350237,1202974.88414063,1716667.50510936,NA,3193804.09403438,NA,NA,2639138.30289941,1422289.06424376,1009025.33103808,1887146.52362475,NA,2646329.42572395,443538.241201988,315336.331724886,NA,NA,NA,2102799.52517579,NA,NA,785696.724398437,3981956.25053302,NA,1137351.72741667,2265627.3113814
